,por_que_pelota_que_canta_count,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos_count,que_otra_cosa_podria_ser_una_pelota_de_pelos_count,explica_tu_respuesta_en_la_frase_pelota_de_plata_count,c1t_count,c2t_count,c3t_count,c4t_count,c5t_count,c6t_count,que_significa_1_count,por_que_crees_que_si_o_no_es_posible_1_count,que_significa_2_count,por_que_crees_que_si_o_que_no_es_posible_2_count,que_significa_3_count,por_que_crees_que_si_o_que_no_es_posible_3_count,que_significa_4_count,por_que_crees_que_si_o_que_no_es_posible_4_count,que_significa_5_count,por_que_crees_que_si_o_que_no_es_posible_5_count,que_significa_6_count,por_que_crees_que_si_o_que_no_es_posible_6_count,que_significa_7_count,por_que_crees_que_si_o_que_no_es_posible_7_count,que_significa_8_count,por_que_crees_que_si_o_que_no_es_posible_8_count,que_significa_9_count,por_que_crees_que_si_o_que_no_es_posible_9_count,suma_total
217,7,5,9,9,1,1,2,3,2,25,8,8,5,7,5,9,10,5,5,12,12,11,9,6,5,4,4,4,193
218,6,10,2,9,3,4,1,2,5,7,7,6,5,5,5,11,5,5,5,9,3,3,6,8,5,4,7,7,155
219,7,8,2,12,3,4,3,6,8,14,9,5,8,8,6,5,8,15,10,6,8,5,14,13,5,8,8,7,215
220,13,5,2,1,2,2,1,2,2,5,5,1,5,4,13,3,4,7,8,6,3,4,9,8,3,14,7,13,152
221,12,7,5,13,2,3,5,3,5,8,11,8,9,10,1,8,9,9,1,5,1,7,1,10,5,6,9,6,179
222,10,5,5,12,3,3,2,3,2,3,6,11,6,11,8,12,5,10,3,14,5,8,5,13,6,7,4,8,190
223,10,8,2,7,10,4,4,10,3,11,7,16,6,11,7,8,5,12,5,10,5,7,4,8,4,13,5,4,206
224,6,6,2,11,4,5,3,4,9,5,10,10,5,7,6,15,7,4,7,5,16,10,6,6,5,7,4,11,196
225,5,6,1,6,1,1,1,1,6,4,4,9,4,9,4,5,4,9,4,10,4,7,4,4,4,5,4,9,135
226,1,3,3,3,2,0,0,0,0,0,0,0,8,8,4,15,13,15,6,23,4,7,5,8,5,8,4,11,156
227,6,6,2,8,3,3,3,4,8,6,4,4,9,9,3,8,5,7,4,7,4,9,0,0,3,3,0,0,128
228,6,11,3,9,3,4,3,4,16,8,5,7,7,4,3,4,8,7,8,8,8,5,7,5,2,12,9,4,180
229,2,6,2,6,19,3,9,5,4,14,11,11,7,5,5,4,10,5,8,10,0,0,4,0,8,5,9,0,172
230,9,7,2,3,8,9,5,8,5,9,3,9,6,4,6,8,6,7,6,9,3,9,4,5,5,5,5,3,168
231,14,6,8,14,4,4,7,5,7,13,7,15,6,6,0,5,7,7,7,12,11,8,5,4,7,8,10,8,215
232,6,6,3,12,2,2,3,2,1,4,4,9,5,7,6,9,4,14,3,12,6,12,7,6,3,6,5,10,169
233,2,3,2,2,1,1,1,2,1,3,2,2,3,4,2,3,1,1,2,3,3,1,4,1,3,1,4,1,59
234,6,8,1,9,18,8,7,6,6,8,9,13,8,9,11,8,8,7,5,4,11,7,5,12,3,5,5,2,209
235,6,5,7,11,3,1,3,5,4,21,5,5,10,8,2,7,7,10,10,9,4,6,4,4,5,5,5,10,182
236,7,3,3,8,3,11,2,17,7,12,12,10,5,11,7,8,4,18,5,14,5,13,11,9,8,10,6,10,239
237,12,5,4,7,3,5,4,6,3,14,2,8,5,14,4,10,11,15,3,7,6,3,4,6,8,5,14,16,204
238,8,6,2,6,1,4,1,4,2,7,4,7,2,7,3,3,5,4,4,4,4,4,4,4,2,2,3,5,112
239,9,8,2,4,2,1,6,1,7,9,6,8,6,6,5,6,5,4,5,9,6,4,6,6,4,4,6,6,151
240,14,5,2,4,3,3,1,5,8,10,3,8,4,6,3,5,4,6,2,8,0,0,0,6,2,5,4,4,125
241,8,6,2,10,4,5,4,2,1,9,2,9,1,7,5,5,2,7,3,8,0,3,5,3,5,7,4,10,137
242,9,5,4,10,3,1,1,3,10,10,4,17,7,9,8,10,8,11,8,12,11,14,4,9,5,4,4,11,212
243,14,20,15,18,28,18,14,22,18,22,11,9,14,1,14,8,7,22,44,7,15,4,7,1,4,9,16,17,399
244,4,4,2,5,3,6,3,2,4,9,3,3,5,2,3,1,0,2,5,3,0,2,0,0,1,3,0,1,76
245,6,11,2,11,3,3,7,3,7,12,8,12,6,8,5,9,6,17,5,9,7,7,8,12,4,12,12,11,223
246,0,3,1,0,2,1,1,1,1,1,3,4,8,7,0,0,5,5,6,5,0,0,0,0,5,2,6,0,67
247,5,4,2,6,1,1,1,1,4,6,0,0,4,13,1,3,1,6,0,3,5,0,4,9,3,1,5,1,90
248,1,3,2,4,2,4,1,9,2,0,4,4,0,5,9,8,5,5,4,10,5,0,4,4,5,4,4,5,113
249,9,5,5,18,1,1,1,3,2,13,6,23,6,7,6,12,6,15,6,13,5,12,11,9,6,10,6,19,236
250,7,11,4,11,8,4,5,3,7,9,6,14,9,9,7,10,9,23,11,16,10,15,5,16,7,7,8,31,282
251,8,7,4,9,3,12,3,9,8,21,10,7,18,13,11,10,10,9,21,6,15,13,4,7,7,5,6,6,262
252,13,7,11,7,4,4,6,4,11,18,6,8,7,7,4,9,10,10,7,12,6,10,9,18,11,4,5,5,233
253,2,6,22,6,3,1,1,1,1,3,7,5,7,6,4,5,1,6,5,4,2,5,3,6,2,5,5,6,130
254,4,10,2,8,7,11,8,3,9,13,5,11,6,6,4,15,8,13,2,8,7,10,5,3,6,5,8,6,203
255,4,3,11,9,5,4,6,2,3,4,6,5,5,3,6,10,4,6,5,5,4,5,4,5,5,0,3,4,136
256,0,3,2,1,1,1,2,1,1,1,0,0,0,1,0,2,0,3,0,0,0,2,2,0,4,2,0,3,32
257,2,4,0,3,3,4,5,0,4,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
258,7,4,3,3,1,2,1,1,5,14,4,6,4,7,0,0,6,7,4,6,4,9,5,12,3,4,6,6,134
259,4,4,4,4,6,4,7,3,0,9,0,3,10,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,65
260,3,8,4,16,6,4,5,6,4,9,3,4,5,6,7,8,6,4,9,9,2,5,5,0,0,4,0,4,146
261,4,4,2,6,1,1,1,3,2,4,8,8,5,5,5,4,7,13,3,3,5,4,4,7,4,7,6,7,133
262,10,5,4,11,5,5,1,1,7,4,6,4,5,5,0,7,0,5,0,5,2,4,5,4,2,4,0,0,111
263,3,8,2,5,0,3,1,1,2,4,3,5,0,3,3,3,0,4,0,3,2,0,0,4,3,4,4,6,76
264,10,7,2,16,2,3,3,3,4,17,8,8,7,12,7,14,8,10,6,7,6,9,6,14,7,8,4,13,221
265,3,3,2,3,1,1,1,1,2,2,3,1,1,1,1,2,6,2,2,2,2,1,5,1,4,1,2,1,57
266,22,11,2,16,1,1,3,1,3,9,6,16,7,12,5,8,6,8,4,6,6,22,0,27,8,14,17,8,249
267,12,11,2,14,2,4,3,2,4,4,8,8,10,8,5,6,11,17,16,20,7,7,9,13,12,17,14,11,257
268,5,6,4,12,1,5,26,6,1,17,27,7,12,10,9,10,13,6,9,4,14,4,9,4,11,8,16,7,263
269,6,9,4,12,9,4,7,6,7,18,11,11,17,14,12,11,7,12,7,9,10,12,6,17,11,11,9,17,286
270,8,3,2,6,1,4,2,3,4,7,6,7,1,8,2,9,1,5,4,5,1,7,3,7,1,4,7,4,122
271,4,11,2,3,8,3,8,3,5,12,6,6,9,6,14,5,8,10,7,6,4,7,7,4,4,3,11,6,182
272,6,7,4,7,5,2,2,4,6,21,3,9,5,6,5,4,7,7,7,7,4,8,7,10,4,11,6,21,195
273,6,4,2,7,1,2,1,3,5,8,6,6,4,8,4,13,5,8,15,10,11,4,7,6,6,5,5,8,170
274,9,8,2,6,9,5,4,4,2,9,4,10,6,12,6,12,9,18,3,15,5,10,6,8,3,6,5,10,206
275,6,7,2,6,3,4,1,3,5,15,4,13,4,12,9,11,8,16,9,16,17,19,9,8,21,10,10,14,262
276,3,4,4,5,7,1,1,1,2,5,5,12,8,14,4,13,7,12,4,11,4,8,4,0,4,14,4,7,168
277,10,6,4,12,2,3,4,3,6,12,7,13,5,16,5,13,7,8,3,17,3,3,3,8,4,9,1,18,205
278,6,5,2,13,3,2,4,2,2,7,4,6,12,9,8,8,4,8,3,9,5,10,4,5,3,7,7,17,175
279,4,4,3,6,3,3,3,1,5,4,7,8,4,8,5,9,9,8,5,7,3,6,0,6,5,5,15,5,151
280,3,10,2,4,1,3,1,2,3,6,3,5,3,6,2,2,1,6,5,5,5,5,5,4,3,3,8,6,112
281,3,3,1,5,0,1,1,1,2,11,4,9,2,7,6,4,1,13,0,9,0,10,4,4,4,4,5,2,116
282,13,3,2,6,1,1,1,2,6,18,9,13,5,13,2,6,5,23,7,5,18,11,10,9,9,17,18,7,240
283,1,5,2,6,5,1,3,1,1,7,1,8,5,3,3,3,5,5,4,1,5,4,3,2,6,2,1,3,96
284,7,3,2,2,3,5,4,6,4,6,0,0,6,3,0,0,5,4,0,0,0,0,0,6,4,5,7,5,87
285,8,8,2,6,1,1,3,4,5,4,8,8,3,14,6,14,7,11,8,5,9,4,4,6,4,8,7,7,175
286,7,4,2,6,7,6,3,10,9,15,14,20,21,11,8,14,8,12,11,18,7,14,5,10,12,5,5,9,273
287,7,6,2,4,7,6,6,12,6,11,6,9,7,3,0,0,5,4,5,8,8,12,1,1,8,5,9,7,165
288,8,4,2,4,1,1,1,1,3,4,1,10,3,4,0,6,0,6,2,0,2,6,0,0,0,1,0,0,70
289,24,10,2,24,4,4,4,1,7,3,3,18,5,14,9,17,3,11,7,9,3,6,11,17,5,4,9,8,242
290,6,7,2,3,7,2,4,6,3,4,4,14,11,5,3,5,4,9,6,14,2,6,3,9,2,6,0,6,153
291,7,5,4,14,15,3,1,4,4,5,4,12,4,7,1,10,1,11,1,7,1,4,1,8,6,4,7,5,156
292,8,4,2,6,4,12,7,10,5,11,4,7,5,6,5,5,5,3,6,6,7,7,5,5,6,5,5,6,167
293,14,10,2,6,1,1,1,2,2,4,3,14,5,13,18,12,6,14,5,7,9,12,5,6,5,10,5,12,204
294,8,5,4,10,3,8,1,5,7,16,13,16,6,20,4,8,8,19,0,9,5,6,6,15,4,12,7,8,233
295,4,5,2,3,1,1,1,1,2,9,4,7,6,14,5,8,4,11,5,8,0,4,7,7,11,9,4,7,150
296,9,5,2,9,1,1,1,1,1,6,4,13,7,9,5,10,5,9,5,10,5,7,7,11,4,10,6,7,170
297,8,5,2,6,2,2,1,1,5,7,4,8,11,7,6,5,11,12,2,8,5,9,9,9,4,5,7,12,173
298,8,10,5,15,1,2,2,3,10,4,7,8,12,12,12,17,10,11,4,11,7,6,7,11,6,10,15,8,234
299,17,15,2,12,6,9,4,10,12,20,6,8,7,7,13,34,6,8,10,15,4,27,7,16,4,16,8,14,317
300,9,8,2,7,1,1,2,2,2,5,5,9,8,7,5,6,5,7,6,8,6,5,5,8,4,6,4,19,162
301,10,7,7,27,3,4,10,8,7,5,5,23,7,11,7,21,5,20,9,18,2,16,10,6,5,9,9,9,280
302,14,12,8,5,2,2,1,1,8,8,3,14,6,11,5,5,4,5,2,5,5,5,4,5,5,5,2,3,155
303,1,1,1,1,1,0,1,1,1,1,1,1,9,2,0,0,4,13,5,12,5,7,0,0,14,4,18,5,109
304,3,6,2,6,5,1,1,1,1,3,5,8,0,4,2,0,4,7,0,0,4,8,4,4,5,1,8,4,97
305,7,7,6,15,1,1,3,1,2,4,5,8,7,7,5,5,7,8,13,8,5,5,3,7,5,14,5,12,176
306,27,31,4,20,17,13,1,3,12,15,18,14,6,4,5,9,4,3,2,8,11,6,8,4,6,3,2,5,261
307,11,5,2,10,1,1,1,3,2,3,6,7,2,11,7,3,5,4,5,8,0,0,4,4,3,3,5,3,119
308,6,3,2,6,1,1,1,1,3,1,4,8,13,13,4,4,5,10,4,8,7,5,4,5,3,6,6,8,142
309,6,8,2,15,6,6,5,3,5,4,13,9,9,17,3,2,7,22,6,17,13,14,13,11,5,11,8,8,248
310,12,8,5,3,2,1,2,2,15,6,6,11,7,6,6,5,6,7,8,13,0,3,6,8,8,3,5,7,171
311,10,5,5,11,2,2,1,8,4,5,11,12,3,6,5,0,3,11,18,7,7,18,4,9,7,5,14,10,203
312,10,7,2,7,3,2,8,6,6,16,8,7,6,12,2,3,6,6,9,5,6,5,2,9,5,5,2,4,169
313,55,22,2,27,22,4,19,25,8,6,13,8,7,7,0,8,14,8,0,8,5,13,0,5,18,5,22,6,337
314,14,13,7,6,1,3,2,2,2,14,5,11,14,14,5,11,10,15,5,12,9,11,7,12,8,7,11,10,241
315,4,4,5,3,1,1,10,4,4,8,4,13,6,10,7,6,8,13,6,8,11,16,5,11,6,4,4,11,193
316,10,2,3,6,1,1,8,5,3,11,6,6,5,10,3,6,6,10,4,13,4,7,5,10,5,7,3,9,169
317,5,15,3,6,3,6,3,3,5,9,5,4,6,3,4,5,7,4,5,5,5,10,3,3,3,4,11,2,147
318,6,8,2,6,4,4,3,4,4,8,6,6,12,8,6,7,14,4,7,4,5,6,8,13,4,8,8,7,182
319,3,10,2,15,1,1,6,7,6,11,4,15,10,6,4,4,14,9,2,7,5,11,2,0,5,3,6,9,178
320,10,20,5,3,2,1,9,3,6,16,3,11,3,5,2,6,1,4,2,4,0,0,0,0,4,5,4,5,134
321,10,10,2,5,1,1,1,2,1,4,6,7,8,6,0,0,6,0,0,0,0,0,0,0,2,4,4,3,83
322,5,5,10,10,2,1,1,1,5,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,2,2,5,14,77
323,2,2,1,2,1,1,1,1,3,5,0,3,9,1,0,3,5,2,0,0,0,3,0,5,5,6,7,2,70
324,23,12,12,17,6,3,7,3,13,12,12,13,5,9,7,10,5,8,8,22,9,5,6,6,4,8,2,5,252
325,6,2,2,3,7,3,5,6,2,7,2,8,14,4,3,1,4,5,6,2,3,2,3,2,2,2,9,2,117
326,39,14,9,20,1,1,2,7,5,7,6,8,9,8,8,14,6,14,10,13,11,13,8,7,3,8,5,11,267
327,12,10,3,5,4,6,7,2,3,7,7,8,4,12,6,6,4,8,6,7,6,9,0,7,2,4,3,6,164
328,1,1,1,1,4,4,5,2,4,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
329,3,3,2,3,1,1,1,1,2,4,4,6,4,4,4,4,5,2,2,3,0,3,6,4,2,3,5,1,83
330,5,2,2,1,1,2,3,2,4,1,2,4,2,3,3,3,3,3,1,3,4,0,3,3,3,3,1,3,70
331,6,3,2,3,1,1,1,1,4,2,3,3,3,3,2,4,1,1,2,4,3,6,2,4,2,6,1,5,79
332,9,6,6,6,2,2,1,1,3,4,4,6,8,7,5,6,5,8,2,6,2,5,7,5,6,5,5,8,140
333,9,10,8,13,5,15,14,8,3,16,11,9,6,11,18,19,21,4,10,7,4,13,17,6,4,5,3,8,277
334,9,3,2,7,3,3,2,3,3,11,0,0,2,3,0,3,6,6,5,3,0,3,4,4,3,4,4,3,99
335,6,8,2,9,3,6,2,6,6,11,9,9,4,6,6,9,5,9,7,8,5,13,4,21,6,3,6,21,210
336,5,5,4,2,2,4,9,1,1,3,9,5,10,3,6,6,3,4,5,5,5,13,3,6,7,4,4,7,141
337,6,13,8,9,1,1,1,1,3,3,4,7,4,3,5,8,9,5,7,3,5,4,3,6,1,2,2,3,127
338,29,18,7,17,14,21,12,9,14,27,16,23,9,12,16,21,12,12,8,13,6,10,6,6,6,8,4,5,361
339,3,2,4,5,5,4,8,6,2,4,4,3,2,1,5,3,2,0,2,5,1,3,1,1,1,1,1,1,80
340,9,6,5,11,8,5,6,6,3,4,8,0,5,0,0,0,3,3,0,0,0,0,7,3,0,0,4,1,97
341,2,5,2,0,1,1,5,3,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
342,5,5,2,6,3,1,1,1,2,6,3,9,5,6,0,0,4,4,0,0,4,7,5,6,4,4,4,2,99
343,8,7,2,13,1,1,1,1,2,6,5,17,7,8,0,0,6,9,0,0,5,6,4,6,6,4,4,15,144
344,6,13,8,9,4,3,9,8,4,8,6,5,8,3,0,5,11,4,7,4,3,4,8,4,4,4,7,4,163
345,7,8,4,3,7,5,8,4,2,3,3,10,5,5,9,3,6,3,4,3,2,3,3,4,2,5,7,3,131
346,9,3,2,7,1,1,1,4,1,5,6,7,6,8,6,27,4,12,6,10,5,20,8,23,5,8,6,13,214
347,5,4,5,4,2,1,1,1,1,5,11,12,6,6,8,8,7,6,6,6,5,5,4,7,5,5,3,8,147
348,4,9,2,7,2,2,3,3,7,3,2,9,4,7,1,2,6,10,5,11,5,12,1,7,6,5,5,13,153
349,12,5,2,4,2,1,1,1,2,4,2,7,2,4,0,6,3,6,4,8,5,5,4,8,5,4,5,5,117
350,9,5,4,3,1,2,5,1,2,4,6,14,7,7,7,27,6,22,11,30,14,32,11,39,5,13,7,48,342
351,16,6,3,10,28,5,11,6,8,5,11,7,7,5,5,7,5,7,4,16,3,7,7,10,5,8,4,16,232
352,9,6,2,9,6,6,2,5,2,7,9,7,11,10,5,13,8,23,8,24,8,20,6,12,6,8,11,15,258
353,11,8,2,15,2,6,6,3,4,5,4,19,7,7,6,12,10,13,8,9,7,28,9,15,12,7,7,19,261
354,23,12,2,11,1,3,7,8,17,6,9,14,19,11,12,15,8,8,14,11,6,6,6,8,9,8,7,16,277
355,8,10,4,6,1,4,1,1,3,14,3,11,4,12,7,12,4,13,7,11,9,16,4,9,9,8,5,23,219
356,13,11,2,12,6,14,12,13,22,16,13,9,12,6,6,9,11,4,14,5,6,5,4,10,6,3,5,3,252
357,4,5,5,7,1,1,3,3,2,9,4,11,10,2,3,4,3,4,3,5,8,4,0,0,0,10,7,12,130
358,12,4,5,4,1,3,3,3,7,10,5,11,1,9,0,6,6,6,4,12,9,10,9,14,4,10,3,4,175
359,12,5,5,7,2,5,5,4,3,5,23,14,21,9,6,16,8,9,7,20,12,15,6,14,7,15,9,18,282
360,4,10,4,7,2,3,1,1,3,4,5,9,9,7,11,7,11,4,9,4,6,3,5,8,9,4,3,8,161
361,11,20,2,11,1,5,10,10,12,32,13,15,8,8,4,10,8,7,4,14,0,10,0,8,6,4,9,13,255
362,6,4,3,9,4,7,5,6,7,6,6,7,6,5,0,4,11,9,5,7,0,4,0,4,7,8,3,3,146
363,0,4,2,8,3,4,6,6,7,10,15,16,3,9,8,6,7,19,8,12,7,23,6,7,5,7,9,6,223
364,5,5,2,2,4,4,5,2,5,6,9,6,4,6,8,4,5,6,6,7,8,4,5,5,7,7,5,4,146
365,14,8,0,4,4,3,9,3,11,13,2,18,4,5,8,10,6,5,6,8,2,11,7,11,4,6,6,4,192
366,11,5,5,12,4,3,8,3,9,6,6,9,5,9,7,10,7,9,10,14,5,16,11,7,6,14,3,10,224
367,15,4,5,4,1,1,2,1,11,6,3,11,14,6,14,8,10,13,3,9,5,16,5,15,11,18,18,26,255
368,7,6,2,13,1,1,1,3,5,5,9,11,4,12,4,4,4,13,3,6,7,5,7,4,10,9,7,12,175
369,13,14,1,14,3,1,5,1,6,5,10,7,5,8,3,6,4,5,6,7,6,9,6,5,9,7,6,5,177
370,8,7,4,6,3,4,21,6,40,73,2,12,8,5,6,10,6,11,3,6,6,8,4,6,5,5,6,5,286
371,2,5,4,3,2,2,2,1,3,5,4,7,4,8,3,7,4,5,3,8,4,4,4,5,4,3,3,7,116
372,5,7,9,7,1,4,5,3,14,4,8,14,14,23,12,20,9,14,15,20,15,12,8,8,6,7,8,3,275
373,8,3,6,10,3,3,2,6,6,6,4,10,4,8,6,6,18,1,7,1,5,1,3,8,7,5,8,14,169
374,3,2,0,5,1,1,1,1,1,4,2,3,0,2,2,4,1,0,2,0,2,0,0,2,1,2,1,3,46
375,5,6,2,0,3,5,10,7,5,8,3,6,2,6,4,10,4,6,4,7,2,8,4,7,4,9,3,5,145
376,4,3,3,5,1,3,2,6,8,7,6,7,8,7,5,3,10,6,7,6,5,7,5,5,5,5,3,9,151
377,6,5,2,6,1,2,2,2,15,6,8,12,6,9,6,9,9,11,7,11,7,6,7,8,6,9,6,12,196
378,12,7,4,5,2,1,6,5,6,4,14,6,8,8,0,7,6,12,12,4,12,4,0,4,6,2,6,2,165
379,6,8,2,5,2,2,8,2,5,5,6,10,8,4,7,8,3,8,3,9,2,8,3,6,3,8,3,12,156
380,13,6,2,12,2,2,5,4,5,7,11,7,7,15,7,11,9,13,8,16,6,12,5,8,7,9,7,8,224
381,6,4,2,8,2,6,2,4,6,6,10,13,6,10,8,11,8,9,4,11,7,9,6,7,10,9,5,7,196
382,6,10,6,7,4,5,3,4,9,6,10,18,20,19,9,11,7,8,5,12,14,12,3,7,4,13,4,11,247
383,4,4,1,6,4,2,3,3,4,5,12,9,8,8,6,6,8,13,7,9,8,7,7,9,6,7,5,10,181
384,3,6,2,8,5,6,13,8,4,5,10,7,6,8,4,4,13,13,9,7,9,12,9,9,9,12,11,14,226
385,4,3,4,4,5,3,1,1,2,2,5,8,8,4,5,0,3,8,3,5,0,5,0,5,4,3,0,0,95
386,3,3,2,5,1,1,1,1,2,7,3,7,7,4,4,7,5,4,5,8,5,4,5,6,2,6,3,4,115
387,8,6,4,11,3,3,4,4,1,5,3,4,14,2,7,5,10,10,4,10,0,3,6,6,8,8,8,13,170
388,8,5,1,12,2,1,1,1,5,5,3,4,5,4,4,5,7,6,10,5,5,7,5,5,3,4,6,4,133
389,4,8,5,22,3,2,1,4,2,6,3,1,12,1,5,1,7,1,5,1,0,1,0,1,3,1,4,1,105
390,7,5,2,5,3,5,4,3,4,7,3,10,7,7,2,7,7,8,3,17,6,18,5,12,6,3,9,8,183
391,7,6,8,12,1,3,3,3,4,8,4,19,7,9,7,14,7,12,12,20,7,18,6,17,9,9,7,14,253
392,7,9,2,5,3,4,3,4,4,8,7,12,7,10,11,17,7,6,8,4,6,7,11,7,11,5,4,10,199
393,5,6,2,1,1,2,1,1,2,5,3,6,6,6,0,13,6,8,7,2,0,0,0,6,0,6,5,8,108
394,14,7,5,13,3,1,4,4,6,4,2,10,4,8,13,5,4,14,5,15,1,8,9,12,6,6,4,9,196
395,15,23,3,8,2,1,4,2,2,2,11,5,7,5,0,11,5,4,7,8,0,5,9,17,2,4,7,4,173
396,9,8,5,10,4,5,5,8,3,15,9,9,10,8,5,10,15,15,14,24,21,12,33,10,42,8,13,9,339
397,3,5,2,11,3,5,5,3,4,4,6,5,7,8,6,14,9,5,8,7,7,7,9,10,8,8,10,7,186
398,2,6,2,13,1,1,1,1,2,6,2,8,8,8,2,5,4,6,3,5,4,3,0,0,6,3,3,5,110
399,11,7,1,27,1,3,1,1,2,11,11,7,7,12,8,24,7,11,13,13,5,15,14,8,6,8,14,16,264
400,4,4,4,5,3,1,1,1,2,6,3,7,7,5,3,1,4,8,4,1,0,1,0,1,5,6,0,1,88
401,8,7,1,17,3,2,4,2,7,31,2,7,4,7,5,12,4,6,5,17,7,7,0,7,12,11,9,26,230
402,6,5,4,13,3,4,2,1,2,2,1,7,2,12,4,13,5,9,4,15,4,6,4,4,7,10,5,9,163
403,4,11,4,2,0,4,1,1,2,8,1,8,7,7,4,9,5,10,4,9,9,8,6,6,3,5,4,7,149
404,5,5,2,7,7,6,8,5,2,15,16,12,9,6,8,8,14,6,12,8,3,2,8,3,8,8,11,5,209
405,6,11,2,8,2,2,1,1,7,3,5,7,5,14,15,6,8,9,6,13,10,13,8,10,10,7,11,8,208
406,6,6,8,5,10,6,5,4,6,9,6,6,5,6,2,5,3,4,2,5,5,6,5,3,4,7,3,6,148
407,7,5,2,2,2,2,2,2,5,7,4,5,4,9,2,4,1,4,3,6,7,4,0,6,5,4,9,4,117
408,8,17,10,24,4,3,4,5,14,5,6,12,6,8,5,14,12,12,8,8,6,5,19,3,13,3,18,9,261
409,7,5,2,5,7,5,7,3,7,6,6,10,5,15,4,20,5,19,18,22,4,12,8,14,7,12,9,12,256
410,10,6,4,17,3,1,2,3,3,1,9,9,12,14,3,6,5,4,9,3,4,6,9,13,2,6,6,10,180
411,6,3,2,5,0,2,3,2,3,6,3,12,10,14,7,15,4,11,2,16,0,5,0,6,5,5,6,9,162
412,5,5,2,6,1,3,2,5,6,7,4,10,7,8,0,10,6,7,6,5,3,7,5,9,5,8,6,15,163
413,6,5,5,4,3,1,1,1,3,3,4,22,6,10,0,11,4,8,7,9,3,7,6,15,3,8,10,5,170
414,12,3,4,7,1,1,1,1,3,6,3,2,5,3,6,0,1,3,2,1,4,2,2,1,2,1,5,5,87
415,9,4,2,12,1,1,7,7,3,6,13,4,5,3,7,2,1,8,9,12,7,5,0,8,7,3,5,3,154
416,2,4,1,14,1,1,1,1,3,1,2,9,1,2,0,0,1,4,1,5,2,2,0,0,2,7,5,8,80
417,6,4,2,10,3,3,7,1,3,3,5,8,5,5,4,9,6,7,4,13,4,8,7,13,7,4,12,10,173
418,4,8,7,11,8,1,3,12,10,8,7,5,13,14,6,16,4,13,17,14,8,14,7,12,16,7,12,10,267
419,8,4,9,4,1,1,1,1,3,14,6,6,9,5,0,6,4,3,8,2,0,4,0,4,4,3,7,9,126
420,5,3,2,4,2,2,2,2,2,6,3,4,5,10,0,0,2,6,2,8,1,0,0,0,3,3,3,4,84
421,10,6,3,4,5,1,1,1,8,4,4,8,5,8,11,6,3,8,5,4,4,8,6,5,5,5,2,5,145
422,5,8,2,6,1,1,1,1,6,3,4,3,7,4,2,6,3,4,4,4,2,9,0,13,3,4,5,5,116
423,5,3,2,1,1,1,2,1,2,4,4,5,2,6,0,0,5,3,1,3,1,7,4,0,3,3,5,4,78
424,7,6,8,12,3,3,4,7,6,12,2,24,4,14,4,14,6,17,4,15,5,10,4,8,6,12,2,12,231
425,6,14,2,14,7,7,7,7,11,18,4,10,9,12,0,0,14,12,6,14,9,14,11,11,4,9,12,9,253
426,6,8,2,29,1,1,1,3,3,8,6,8,5,5,0,10,6,16,7,11,7,6,6,10,5,7,9,10,196
427,7,7,4,9,4,1,2,2,2,3,3,11,5,6,7,15,5,9,3,9,4,8,7,8,4,13,8,24,190
428,5,8,2,10,1,4,2,2,12,12,12,14,6,7,9,13,3,10,7,16,13,6,5,10,5,9,8,6,217
429,6,5,2,17,3,3,2,3,3,5,5,9,5,6,3,5,4,7,7,13,4,7,2,3,6,8,4,9,156
430,10,5,2,15,1,3,2,1,3,5,1,8,7,7,4,11,8,6,4,4,4,7,4,7,4,4,3,7,147
431,8,8,2,20,1,3,2,2,3,5,9,15,5,8,7,7,9,8,5,8,8,6,3,6,8,6,3,10,185
432,8,7,2,13,1,3,4,3,11,6,4,12,7,7,3,16,9,7,5,9,4,10,5,6,10,11,4,6,193
433,15,6,5,6,1,2,5,3,6,4,7,7,4,7,7,12,3,5,3,6,6,8,3,6,6,7,6,11,167
434,5,7,2,8,1,3,1,3,4,5,6,8,7,5,5,3,6,9,3,7,6,16,7,4,7,8,5,5,156
435,4,4,2,6,1,2,2,3,4,3,8,9,3,5,2,13,5,3,6,7,3,6,2,19,7,9,3,5,146
436,5,12,2,10,1,3,3,1,4,3,8,4,7,7,5,6,3,6,5,6,9,12,4,11,10,12,5,11,175
437,5,9,2,21,5,8,7,6,12,11,6,11,7,8,8,14,6,17,8,12,12,19,8,24,8,13,7,23,297
438,16,7,2,27,1,3,3,6,5,12,3,13,10,21,4,14,10,17,5,25,1,15,13,6,11,11,4,13,278
439,20,25,5,30,3,2,2,1,2,5,7,7,7,15,7,13,9,16,6,26,5,13,13,7,13,9,8,16,292
440,11,30,10,44,1,2,3,3,6,8,13,24,7,20,9,24,7,22,9,18,5,21,25,0,4,8,8,13,355
441,4,6,5,4,4,6,9,7,12,18,8,20,4,8,4,17,10,12,6,9,6,16,12,11,10,21,4,6,259
