b1_frase,b1_tipo,b1_ruta,c1_b1,c2_b1,c3_b1,c4_b1,b1,b2_frase,b2_tipo,b2_ruta,c1_b2,c2_b2,c3_b2,c4_b2,b2,b3_frase,b3_tipo,b3_ruta,c1_b3,c2_b3,c3_b3,c4_b3,b3,b4_frase,b4_tipo,b4_ruta,c1_b4,c2_b4,c3_b4,c4_b4,b4,b5_frase,b5_tipo,b5_ruta,c1_b5,c2_b5,c3_b5,c4_b5,b5,b6_frase,b6_tipo,b6_ruta,c1_b6,c2_b6,c3_b6,c4_b6,b6,b7_frase,b7_tipo,b7_ruta,c1_b7,c2_b7,c3_b7,c4_b7,b7,b8_frase,b8_tipo,b8_ruta,c1_b8,c2_b8,c3_b8,c4_b8,b8,b9_frase,b9_tipo,b9_ruta,c1_b9,c2_b9,c3_b9,c4_b9,b9,b10_frase,b10_tipo,b10_ruta,c1_b10,c2_b10,c3_b10,c4_b10,b10,b11_frase,b11_tipo,b11_ruta,c1_b11,c2_b11,c3_b11,c4_b11,b11,b12_frase,b12_tipo,b12_ruta,c1_b12,c2_b12,c3_b12,c4_b12,b12,b13_frase,b13_tipo,b13_ruta,c1_b13,c2_b13,c3_b13,c4_b13,b13,b14_frase,b14_tipo,b14_ruta,c1_b14,c2_b14,c3_b14,c4_b14,b14,b15_frase,b15_tipo,b15_ruta,c1_b15,c2_b15,c3_b15,c4_b15,b15,b16_frase,b16_tipo,b16_ruta,c1_b16,c2_b16,c3_b16,c4_b16,b16,b17_frase,b17_tipo,b17_ruta,c1_b17,c2_b17,c3_b17,c4_b17,b17,b18_frase,b18_tipo,b18_ruta,c1_b18,c2_b18,c3_b18,c4_b18,b18,b19_frase,b19_tipo,b19_ruta,c1_b19,c2_b19,c3_b19,c4_b19,b19,b20_frase,b20_tipo,b20_ruta,c1_b20,c2_b20,c3_b20,c4_b20,b20,b21_frase,b21_tipo,b21_ruta,c1_b21,c2_b21,c3_b21,c4_b21,b21,b22_frase,b22_tipo,b22_ruta,c1_b22,c2_b22,c3_b22,c4_b22,b22,b23_frase,b23_tipo,b23_ruta,c1_b23,c2_b23,c3_b23,c4_b23,b23,b24_frase,b24_tipo,b24_ruta,c1_b24,c2_b24,c3_b24,c4_b24,b24,b25_frase,b25_tipo,b25_ruta,c1_b25,c2_b25,c3_b25,c4_b25,b25,b26_frase,b26_tipo,b26_ruta,c1_b26,c2_b26,c3_b26,c4_b26,b26,b27_frase,b27_tipo,b27_ruta,c1_b27,c2_b27,c3_b27,c4_b27,b27
estrellas de cristal,m_ff,m,brillante,referencia,0,0,3,piernas de acero,m_ff,ml,protesis,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,lm,pensamientos delicados,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,calor,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,afrrada,seca,0,0,3,ojos amargos,m_fp,m,enojo,0,0,0,3,abrazos suaves,m_fp,m,ligero,0,0,0,3,banqueta abrigadora,a_fp,am,calides,seguridad,0,0,3,calceta de plata,a_fp,am,fuerte,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,mal olor en la boca,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,fenomeno natural,0,0,0,3,los dias corren,m_mt,m,rapido,materiales,0,0,3
estrellas de cristal,m_ff,ml,brillante,materia,espacio,0,3,piernas de acero,m_ff,m,duro,gimnasio,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,lm,delicado,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,color,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,lm,persona seca,sola,tranquilo,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ma,valiente,0,0,0,3,ojos amargos,m_fp,ma,0,0,0,0,3,abrazos suaves,m_fp,m,abue,0,0,0,3,banqueta abrigadora,a_fp,a,grande,0,0,0,3,calceta de plata,a_fp,am,suerte,dinero,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,no para,0,0,0,3,la noche llega,m_mt,m,oscuridad,0,0,0,3,los dias corren,m_mt,m,pasan,0,0,0,3
estrellas de cristal,m_ff,m,fragil,0,0,0,3,piernas de acero,m_ff,m,fuerte,entrenamiento,0,0,3,ojos color miel,m_ff,m,claro,color,0,0,3,vestidos de tela,l_ff,l,tejidos,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,am,dias buenos o malos,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,personalidad,dura,fuerte,fria,3,ojos amargos,m_fp,m,caras,0,0,0,3,abrazos suaves,m_fp,m,bonito,0,0,0,3,banqueta abrigadora,a_fp,am,acompanado,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,0,0,0,0,3,los dias corren,m_mt,m,rapido,divertirse,0,0,3
estrellas de cristal,m_ff,m,0,0,0,0,3,piernas de acero,m_ff,ma,fuerte,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,elegante,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,hoja,planta,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,irrompible,0,0,0,3,ojos amargos,m_fp,m,mala,0,0,0,3,abrazos suaves,m_fp,m,0,0,0,0,3,banqueta abrigadora,a_fp,am,segura,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,mal olor,apesta,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,vejez,morir,0,0,3,la noche llega,m_mt,m,evento,0,0,0,3,los dias corren,m_mt,m,rapido,pasan,0,0,3
estrellas de cristal,m_ff,ml,dexoracion,0,0,0,3,piernas de acero,m_ff,m,fuerte,ejercicio,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,color,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,dura,0,0,0,3,ojos amargos,m_fp,m,negro,0,0,0,3,abrazos suaves,m_fp,m,0,0,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,banar,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,transporte,0,0,0,3,el tiempo alcanza,m_mt,m,rinde,0,0,0,3,la noche llega,m_mt,m,atardecer,llega,0,0,3,los dias corren,m_mt,m,pasan,0,0,0,3
estrellas de cristal,m_ff,m,0,0,0,0,3,piernas de acero,m_ff,m,fuerte,resistente,ejercicio,0,3,ojos color miel,m_ff,m,bonito,color,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,textura,aspero,invento,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,espiritu fuerte,0,0,0,3,ojos amargos,m_fp,m,calor,0,0,0,3,abrazos suaves,m_fp,m,bonito,0,0,0,3,banqueta abrigadora,a_fp,a,computadora,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,llorar,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,traslada,0,0,0,3,el tiempo alcanza,m_mt,m,tienes todo el tiempo del mundo,0,0,0,3,la noche llega,m_mt,m,tarde,0,0,0,3,los dias corren,m_mt,m,menos dias,no vida,0,0,3
estrellas de cristal,m_ff,m,brillan,0,0,0,3,piernas de acero,m_ff,m,duro,ejercicio,0,0,3,ojos color miel,m_ff,m,0,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,cafe,0,0,0,3,calendario de zacate,a_ff,a,imprimir,zacate,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,0,0,0,0,3,ojos amargos,m_fp,m,feo,extrano,0,0,3,abrazos suaves,m_fp,m,amor,0,0,0,3,banqueta abrigadora,a_fp,a,caminar,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,olor,0,0,0,3,los hornos se acercan,a_mt,am,nazis,traumas,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,muerte,0,0,0,3,la noche llega,m_mt,m,horas,0,0,0,3,los dias corren,m_mt,m,expresion,pasan,0,0,3
estrellas de cristal,m_ff,ml,adorno,0,0,0,3,piernas de acero,m_ff,ma,duro,0,0,0,3,ojos color miel,m_ff,m,amarillo,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,lm,fragil,ocultar,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,0,0,0,0,3,calendario de zacate,a_ff,a,zacate,calendario,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,antiguo,0,0,0,3,carbon ardiente,l_fp,lm,enojo,situacion dificil,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,0,0,0,0,3,ojos amargos,m_fp,ml,infeccion,0,0,0,3,abrazos suaves,m_fp,m,amor,0,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,apoyo,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,actitud,0,0,0,3,los hornos se acercan,a_mt,a,sol,hittler,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,alas,0,0,0,3,el tren viaja,l_mt,l,transporte,0,0,0,3,el tiempo alcanza,m_mt,m,la hora,muerte,0,0,3,la noche llega,m_mt,m,ocultando,0,0,0,3,los dias corren,m_mt,m,pasan,rapido,volando,0,3
estrellas de cristal,m_ff,ml,manufactura,0,0,0,3,piernas de acero,m_ff,ml,protesis,0,0,0,3,ojos color miel,m_ff,m,claro,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,al,calendario,cultura,0,0,3,escobas de cristal,a_ff,a,fina,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,0,0,0,0,3,ojos amargos,m_fp,m,mala,odio,0,0,3,abrazos suaves,m_fp,m,amigable,0,0,0,3,banqueta abrigadora,a_fp,am,comoda,0,0,0,3,calceta de plata,a_fp,am,simbolo,suerte,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,ml,proceso natural,0,0,0,3,los dias corren,m_mt,m,pasan,rapido,relativo,0,3
estrellas de cristal,m_ff,m,blanco,brilla,0,0,3,piernas de acero,m_ff,m,fuerte,ejercicio,0,0,3,ojos de miel,m_ff,ml,genetica,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,am,duro,calendario,zacate,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,lm,mal humor,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuerte,segura,0,0,3,ojos amargos,m_fp,m,sabor,0,0,0,3,abrazos suaves,m_fp,m,querer,carinoso,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,al,renta,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,comida,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,se va,natural,0,0,3,los dias corren,m_mt,m,pasan,rapido,0,0,3
estrellas de cristal,m_ff,ml,fragil,frio,0,0,3,piernas de acero,m_ff,m,fuerte,ejercicio,0,0,3,ojos de miel,m_ff,ml,0,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,calendario,esponja,desbaratar,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,dura,0,0,0,3,ojos amargos,m_fp,m,odio,cansado,0,0,3,abrazos suaves,m_fp,m,lindo,0,0,0,3,banqueta abrigadora,a_fp,am,comodo,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,punta,0,0,0,3,la silla ya llego,a_mt,al,irse,0,0,0,3,la cebolla llega,a_mt,a,persona,llego,traer,cebolla,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,atardecer,0,0,0,3,los dias corren,m_mt,m,rapido,0,0,0,3
estrellas de cristal,m_ff,m,brillante,0,0,0,3,piernas de acero,m_ff,ma,fuerte,0,0,0,3,ojos de miel,m_ff,m,claro,bonito,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,encantan,agradable,0,0,3,calendario de zacate,a_ff,a,calendario,esponja,suave,0,3,escobas de cristal,a_ff,a,fina,delicada,0,0,3,escultura de piedra,l_fp,l,monumento,exhibicion,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,espiritu fuerte,0,0,0,3,ojos amargos,m_fp,m,expresion,0,0,0,3,abrazos suaves,m_fp,m,lento,0,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,satdisfaccion economica,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,al,conversacion,llevar,0,0,3,la cebolla llega,a_mt,a,NS,cebolla,no camina,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,vehiculo,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,oscurce,0,0,0,3,los dias corren,m_mt,m,decir,rapido,0,0,3
estrellas de cristal,m_ff,ml,relucen,0,0,0,3,piernas de acero,m_ff,m,resistente,solido,buen estado,0,3,ojos de miel,m_ff,ml,0,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,papel,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,dulces,irreal,0,0,3,calendario de zacate,a_ff,a,calendario,fibra,no son visibles,0,3,escobas de cristal,a_ff,a,uso rudo,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,dura,0,0,0,3,ojos amargos,m_fp,m,enojo,0,0,0,3,abrazos suaves,m_fp,m,lento,tranquilizador,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,calcetas,costoso,valor,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,ali,caminar,0,0,0,3,la cebolla llega,a_mt,a,cebolla,llego,sola,vida,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,deseo,0,0,0,3,la noche llega,m_mt,m,oscurece,0,0,0,3,los dias corren,m_mt,ml,rapido,0,0,0,3
estrellas de cristal,m_ff,ml,iluminada,0,0,0,3,piernas de acero,m_ff,m,duro,operacion,0,0,3,ojos de miel,m_ff,m,cefe,amarillo,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,guardar,cartas,existen,0,3,collares de perlas,l_ff,l,bonito,lujoso,0,0,3,zapatos de miel,a_ff,aml,color claro,0,0,0,3,calendario de zacate,a_ff,am,papel,calendario,duro,grueso,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,lm,letra,0,0,0,3,carbon ardiente,l_fp,lm,fuerte,expresivo,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,insensible,sin sentimientos,0,0,3,ojos amargos,m_fp,m,horroroso,0,0,0,3,abrazos suaves,m_fp,m,lento,amor,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,limpia,bacterias,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,ali,traer,caminar,0,0,3,la cebolla llega,a_mt,a,epoca,cebolla,temporada,0,3,los hornos se acercan,a_mt,a,pizza,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,periodo,momento bueno o malo,0,0,3,los dias corren,m_mt,m,rapido,0,0,0,3
estrellas de cristal,m_ff,ml,0,0,0,0,3,piernas de acero,m_ff,ml,fuerte,sentido figurado,0,0,3,ojos de miel,m_ff,ml,amarillo,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,escribir,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,aai,absurdo,0,0,0,3,calendario de zacate,a_ff,a,material,logica,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuerte,0,0,0,3,ojos amargos,m_fp,m,expresion,0,0,0,3,abrazos suaves,m_fp,m,rico,0,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,calcetas,color,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,al,0,0,0,0,3,la cebolla llega,a_mt,a,cebolla,llego,si misma,inmueble,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,oscurece,0,0,0,3,los dias corren,m_mt,m,fluyendo,0,0,0,3
estrellas de cristal,m_ff,ml,fuego,0,0,0,3,piernas de acero,m_ff,ml,fuerte,robot,0,0,3,ojos de miel,m_ff,ml,oro,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,sobre,papel,material,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,ala,cuero,cubierto,pegan,picar abejas,3,calendario de zacate,a_ff,am,ano apretado,0,0,0,3,escobas de cristal,a_ff,am,limpia,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,0,0,0,0,3,ojos amargos,m_fp,m,no sentimientos,sentido figurado,0,0,3,abrazos suaves,m_fp,m,0,0,0,0,3,banqueta abrigadora,a_fp,am,sonido,sorprende,talento,0,3,calceta de plata,a_fp,a,calceta,hilos de plata,0,0,3,lapiz sin sabor,a_fp,a,expresion,0,0,0,3,la silla ya llego,a_mt,al,traer mas,0,0,0,3,la cebolla llega,a_mt,a,cebolla,llorar,0,0,3,los hornos se acercan,a_mt,al,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,aire,alas,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,luna,ciencia,0,0,3,los dias corren,m_mt,m,rapido,expresion,0,0,3
estrellas de cristal,m_ff,ml,material,0,0,0,3,piernas de acero,m_ff,m,buena forma,0,0,0,3,ojos de miel,m_ff,ma,0,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,sobre,papel,carta,escrita,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,bonitos,no real,0,0,3,calendario de zacate,a_ff,a,zacate,tallar,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,luchador,0,0,0,3,ojos amargos,m_fp,m,mal,tristeza,amargado,personas,3,abrazos suaves,m_fp,m,fuerza,0,0,0,3,banqueta abrigadora,a_fp,am,calor,0,0,0,3,calceta de plata,a_fp,a,peso,calceta,imposible,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,al,ruedas,0,0,0,3,la cebolla llega,a_mt,a,cebolla,ir,comprar,0,3,los hornos se acercan,a_mt,am,hay mas,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,lm,confia,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,suficiente,0,0,0,3,la noche llega,m_mt,m,ocurre,0,0,0,3,los dias corren,m_mt,m,pasan,0,0,0,3
