,por_que_pelota_que_canta_count,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos_count,que_otra_cosa_podria_ser_una_pelota_de_pelos_count,explica_tu_respuesta_en_la_frase_pelota_de_plata_count,c1t_count,c2t_count,c3t_count,c4t_count,c5t_count,c6t_count,que_significa_1_count,por_que_crees_que_si_o_no_es_posible_1_count,que_significa_2_count,por_que_crees_que_si_o_que_no_es_posible_2_count,que_significa_3_count,por_que_crees_que_si_o_que_no_es_posible_3_count,que_significa_4_count,por_que_crees_que_si_o_que_no_es_posible_4_count,que_significa_5_count,por_que_crees_que_si_o_que_no_es_posible_5_count,que_significa_6_count,por_que_crees_que_si_o_que_no_es_posible_6_count,que_significa_7_count,por_que_crees_que_si_o_que_no_es_posible_7_count,que_significa_8_count,por_que_crees_que_si_o_que_no_es_posible_8_count,que_significa_9_count,por_que_crees_que_si_o_que_no_es_posible_9_count,suma_total
217,5,7,2,8,1,3,1,3,4,5,6,8,7,5,5,3,6,9,3,7,6,16,7,4,7,8,5,5,156
218,4,4,2,6,1,2,2,3,4,3,8,9,3,5,2,13,5,3,6,7,3,6,2,19,7,9,3,5,146
219,5,12,2,10,1,3,3,1,4,3,8,4,7,7,5,6,3,6,5,6,9,12,4,11,10,12,5,11,175
220,5,9,2,21,5,8,7,6,12,11,6,11,7,8,8,14,6,17,8,12,12,19,8,24,8,13,7,23,297
221,16,7,2,27,1,3,3,6,5,12,3,13,10,21,4,14,10,17,5,25,1,15,13,6,11,11,4,13,278
222,20,25,5,30,3,2,2,1,2,5,7,7,7,15,7,13,9,16,6,26,5,13,13,7,13,9,8,16,292
223,11,30,10,44,1,2,3,3,6,8,13,24,7,20,9,24,7,22,9,18,5,21,25,0,4,8,8,13,355
224,4,6,5,4,4,6,9,7,12,18,8,20,4,8,4,17,10,12,6,9,6,16,12,11,10,21,4,6,259
225,7,16,8,7,1,3,1,2,3,11,6,9,4,4,8,7,8,5,7,4,0,4,16,6,7,7,12,16,189
226,6,7,4,10,1,1,1,1,2,5,3,5,7,11,6,6,7,9,2,8,5,8,6,5,5,7,4,6,148
227,5,2,2,7,2,1,1,5,2,4,5,8,4,8,0,8,5,6,5,11,5,3,7,3,2,4,6,7,128
228,4,3,2,10,5,1,1,1,2,4,8,11,4,11,4,7,5,14,4,8,3,7,12,3,3,7,5,6,155
229,5,7,2,8,1,1,1,2,4,7,3,8,1,13,2,5,2,13,4,4,6,7,6,5,7,7,5,12,148
230,4,8,2,9,6,4,7,8,8,7,12,19,8,14,5,45,6,15,15,31,6,18,7,5,4,12,13,17,315
231,6,6,2,14,1,1,1,7,2,7,8,11,5,8,9,8,8,8,9,5,5,11,6,5,8,7,8,4,180
232,10,7,3,5,2,6,4,4,8,8,4,12,4,7,5,19,4,7,4,8,4,8,4,4,4,6,4,6,171
233,14,9,6,4,1,2,3,4,7,7,4,3,3,7,3,1,4,7,3,1,2,7,9,7,3,3,6,10,140
234,14,15,7,17,1,1,1,1,2,14,5,8,7,6,20,11,28,17,14,16,10,5,13,8,11,8,13,8,281
235,4,8,0,3,4,2,5,5,6,12,5,5,7,11,5,0,6,14,5,7,6,13,9,5,5,8,5,7,172
236,7,4,2,5,2,1,2,2,1,1,4,4,7,6,6,6,5,6,5,6,4,6,10,3,7,4,3,5,124
237,15,5,2,8,5,5,9,2,9,4,6,10,7,11,4,7,6,15,14,15,7,11,8,3,10,5,13,9,225
238,6,3,5,14,2,11,4,6,7,7,16,12,5,7,4,17,4,10,2,2,6,10,5,3,3,2,6,4,183
239,13,4,5,6,3,2,4,1,6,5,5,9,4,6,5,6,6,7,5,10,6,12,2,5,4,8,7,10,166
240,4,5,2,2,3,5,2,4,3,4,2,9,5,10,4,7,2,11,4,10,4,7,5,6,3,8,5,10,146
241,5,6,2,17,1,1,1,1,2,3,14,17,5,10,4,9,2,5,5,8,4,11,10,4,3,5,4,23,182
242,4,4,2,5,4,1,5,3,12,10,5,4,5,3,7,3,15,4,20,14,3,4,13,17,4,4,22,4,201
243,4,4,2,8,3,1,1,1,1,5,7,12,5,5,9,12,6,5,9,9,5,5,4,4,9,7,4,4,151
244,6,8,2,3,2,2,2,2,2,5,5,12,6,4,6,3,6,7,4,3,8,14,11,8,3,4,3,7,148
245,19,21,1,19,6,4,9,7,9,6,5,11,5,12,5,14,8,15,9,19,4,24,11,7,5,11,16,17,299
246,21,8,6,42,1,0,0,2,0,2,17,13,6,9,20,32,4,12,18,5,8,4,4,14,11,5,20,4,288
247,4,7,2,2,1,1,1,1,3,5,2,4,4,2,0,3,4,2,2,3,0,0,0,0,5,5,4,4,71
248,6,4,2,4,4,2,2,4,6,7,5,8,5,9,4,4,3,4,3,3,5,4,5,0,5,7,3,4,122
249,8,5,1,2,2,1,1,1,2,4,5,2,4,4,2,4,9,6,5,2,8,6,4,1,3,10,5,4,111
250,4,4,2,9,10,5,9,4,15,6,8,11,5,8,7,9,10,12,5,13,10,11,6,11,7,9,10,16,236
251,23,7,4,20,7,11,17,12,14,10,11,31,5,15,3,19,6,6,13,5,15,14,3,3,9,7,10,13,313
252,5,3,1,3,4,2,1,1,1,3,6,16,0,0,0,11,6,5,5,4,16,8,4,4,4,6,4,5,128
253,28,18,2,17,2,4,10,9,16,6,9,14,7,9,7,29,4,21,5,12,14,17,30,14,5,16,4,29,358
254,11,6,5,15,4,13,6,2,7,5,8,8,4,5,13,19,14,9,4,10,6,8,5,11,6,10,4,9,227
