numero,escuela,nivel,sexo,grado,edad,suma_total_sustantivos,suma_total_verbos,suma_total_adjetivos,suma_total_adverbios,total_palabras_clasificadas,total_palabras,gran_total
421,Calli Montessori,1,F,5,10,49,33,13,19,114,286,67
422,Calli Montessori,1,F,5,10,54,20,19,15,108,257,69
423,Calli Montessori,1,F,5,11,31,16,13,20,80,176,64
424,Calli Montessori,1,F,5,11,15,15,14,12,56,132,50
425,Calli Montessori,1,F,5,11,13,15,16,15,59,116,70
426,Calli Montessori,1,F,6,12,26,12,10,6,54,115,56
427,Calli Montessori,1,F,6,12,42,19,22,13,96,190,68
0,Secundaria Tecnica 14,2,M,9,15,9,16,8,6,39,107,66
1,Secundaria Tecnica 14,2,M,9,14,58,26,29,18,131,287,69
2,Secundaria Tecnica 14,2,M,9,14,30,16,7,8,61,134,60
3,Secundaria Tecnica 14,2,M,9,14,22,19,10,16,67,134,47
4,Secundaria Tecnica 14,2,M,9,15,20,25,13,12,70,151,65
5,Saint Agustine School,2,M,7,13,31,18,11,7,67,160,67
6,Saint Agustine School,2,M,8,14,47,10,23,10,90,209,78
7,Secundaria Tecnica 14,2,M,9,14,41,27,15,18,101,203,72
8,Secundaria Tecnica 14,2,M,9,16,59,29,31,13,132,288,72
9,Secundaria Tecnica 14,2,M,9,14,47,23,11,11,92,207,72
10,Secundaria Tecnica 14,2,M,9,14,13,17,4,14,48,92,63
11,Secundaria Tecnica 14,2,M,9,15,18,14,6,8,46,118,66
12,Secundaria Tecnica 14,2,M,9,15,30,23,9,13,75,198,62
13,Secundaria Tecnica 14,2,M,9,14,11,24,14,17,66,136,69
14,Secundaria Tecnica 14,2,M,8,14,9,14,8,13,44,110,54
15,Secundaria Tecnica 14,2,M,7,13,38,24,14,14,90,183,68
16,Secundaria Tecnica 14,2,M,7,12,46,17,17,3,83,214,71
17,Secundaria Tecnica 14,2,M,7,12,22,18,6,7,53,116,54
18,Secundaria Tecnica 14,2,M,7,13,12,8,5,7,32,72,53
19,Secundaria Tecnica 14,2,M,8,15,51,20,25,18,114,265,59
20,Secundaria Tecnica 14,2,M,8,14,17,14,8,12,51,95,59
21,Secundaria Tecnica 14,2,M,8,14,13,13,9,8,43,101,57
22,Secundaria Tecnica 14,2,M,8,13,36,14,13,13,76,161,59
23,Secundaria Tecnica 14,2,M,7,12,12,8,11,14,45,63,62
24,Secundaria Tecnica 14,2,M,7,12,17,18,5,4,44,103,61
25,Secundaria Tecnica 14,2,M,7,13,49,23,18,22,112,247,65
26,Secundaria Tecnica 14,2,M,7,13,36,18,11,12,77,175,57
27,Secundaria Tecnica 14,2,M,7,13,15,5,13,10,43,84,61
28,Secundaria Tecnica 14,2,M,7,12,26,15,15,10,66,158,68
29,Secundaria Tecnica 14,2,M,7,13,28,21,7,10,66,162,59
30,Secundaria Tecnica 14,2,M,7,12,18,13,16,11,58,114,63
31,Secundaria Tecnica 14,2,M,8,14,13,8,4,9,34,85,37
32,Secundaria Tecnica 14,2,M,8,13,17,17,15,10,59,120,64
34,Secundaria Tecnica 14,2,M,7,12,11,6,17,4,38,57,46
35,Secundaria Tecnica 14,2,M,7,13,27,18,8,10,63,155,57
36,Secundaria Tecnica 14,2,M,9,14,26,14,13,8,61,155,66
37,Secundaria Tecnica 14,2,M,9,14,50,17,14,15,96,182,57
38,Secundaria Tecnica 14,2,M,9,16,30,17,7,14,68,161,66
39,Secundaria Tecnica 14,2,M,9,14,46,23,19,20,108,240,72
40,Saint Agustine School,2,M,9,15,65,33,23,23,144,323,80
41,Secundaria Tecnica 14,2,M,9,14,33,22,15,8,78,203,66
42,Secundaria Tecnica 14,2,M,9,14,30,15,7,7,59,139,55
43,Secundaria Tecnica 14,2,M,8,13,27,21,8,12,68,141,62
44,Secundaria Tecnica 14,2,M,7,13,67,52,28,29,176,344,61
45,Secundaria Tecnica 14,2,M,8,13,23,10,7,10,50,108,41
46,Secundaria Tecnica 14,2,M,7,13,14,13,4,7,38,83,51
47,Secundaria Tecnica 14,2,M,7,12,12,9,8,13,42,103,44
48,Secundaria Tecnica 14,2,M,8,13,0,0,0,20,20,22,22
49,Secundaria Tecnica 14,2,M,7,12,47,32,11,26,116,238,66
50,Secundaria Tecnica 14,2,M,8,13,13,10,5,7,35,80,41
51,Secundaria Tecnica 14,2,M,7,13,10,6,2,14,32,60,34
53,Secundaria Tecnica 14,2,M,9,15,21,10,14,6,51,118,55
54,Secundaria Tecnica 14,2,M,9,14,30,20,14,10,74,160,49
55,Saint Agustine School,2,M,7,12,1,0,0,0,1,4,7
56,Saint Agustine School,2,M,7,12,20,12,8,5,45,76,51
57,Saint Agustine School,2,M,7,13,41,19,16,9,85,196,72
58,Saint Agustine School,2,M,8,14,44,21,18,6,89,176,71
59,Saint Agustine School,2,M,8,14,32,14,10,7,63,136,69
60,Saint Agustine School,2,M,9,15,27,20,17,11,75,141,67
61,Secundaria Tecnica 14,2,M,9,15,39,24,16,7,86,200,68
62,Secundaria Tecnica 14,2,M,9,15,33,27,14,13,87,199,70
63,Secundaria Tecnica 14,2,M,9,15,28,17,11,12,68,135,73
64,Secundaria Tecnica 14,2,M,9,14,31,17,6,4,58,149,66
65,Secundaria Tecnica 14,2,M,9,14,28,8,12,9,57,142,48
66,Secundaria Tecnica 14,2,M,8,13,16,6,3,3,28,43,46
67,Secundaria Tecnica 14,2,M,8,13,21,22,5,14,62,154,44
68,Secundaria Tecnica 14,2,M,8,13,16,16,4,8,44,103,59
69,Secundaria Tecnica 14,2,M,8,13,26,23,6,4,59,156,59
70,Secundaria Tecnica 14,2,M,8,14,69,66,14,28,177,370,55
71,Secundaria Tecnica 14,2,M,7,12,22,12,11,4,49,126,69
72,Secundaria Tecnica 14,2,M,8,14,28,9,11,14,62,139,58
73,Secundaria Tecnica 14,2,M,8,13,32,19,11,6,68,156,63
74,Secundaria Tecnica 14,2,M,8,13,35,16,9,5,65,145,53
75,Secundaria Tecnica 14,2,M,8,13,17,15,5,9,46,88,43
76,Secundaria Tecnica 14,2,M,8,13,15,7,5,6,33,74,41
77,Secundaria Tecnica 14,2,M,7,12,15,19,7,5,46,85,55
78,Secundaria Tecnica 14,2,M,7,12,16,12,2,3,33,75,39
79,Secundaria Tecnica 14,2,M,7,13,13,7,10,12,42,99,50
80,Secundaria Tecnica 14,2,M,7,13,29,23,4,19,75,175,62
81,Secundaria Tecnica 14,2,M,7,13,36,21,8,6,71,167,64
82,Secundaria Tecnica 14,2,M,7,12,17,14,7,8,46,79,43
83,Secundaria Tecnica 14,2,M,7,13,31,16,11,7,65,139,66
84,Secundaria Tecnica 14,2,M,7,12,19,15,10,4,48,97,60
85,Secundaria Tecnica 14,2,M,7,13,24,13,8,6,51,109,32
86,Secundaria Tecnica 14,2,M,8,13,25,15,11,4,55,112,58
87,Secundaria Tecnica 14,2,M,7,12,2,4,3,4,13,19,22
88,Secundaria Tecnica 14,2,M,7,12,15,6,9,7,37,70,43
89,Secundaria Tecnica 14,2,M,7,12,12,9,11,8,40,85,57
90,Secundaria Tecnica 14,2,M,7,13,28,12,10,5,55,139,55
91,Secundaria Tecnica 14,2,M,7,13,30,17,9,9,65,153,46
92,Secundaria Tecnica 14,2,M,9,14,35,24,16,15,90,168,65
93,Secundaria Tecnica 14,2,M,9,14,31,17,6,11,65,137,57
94,Saint Agustine School,2,M,8,14,39,16,11,5,71,160,67
95,Saint Agustine School,2,M,9,15,25,11,14,4,54,102,59
96,Secundaria Tecnica 14,2,M,9,14,32,29,25,20,106,187,70
97,Secundaria Tecnica 14,2,M,9,14,88,31,36,21,176,330,64
98,Secundaria Tecnica 14,2,M,9,14,45,19,15,16,95,203,72
99,Secundaria Tecnica 14,2,M,9,15,43,24,7,14,88,184,56
100,Secundaria Tecnica 14,2,M,9,14,66,25,29,26,146,279,68
101,Secundaria Tecnica 14,2,M,9,14,18,20,9,11,58,122,70
102,Secundaria Tecnica 14,2,M,9,14,80,36,18,12,146,321,72
103,Secundaria Tecnica 14,2,M,8,14,30,20,16,15,81,175,65
104,Secundaria Tecnica 14,2,M,8,13,31,26,13,18,88,205,59
105,Secundaria Tecnica 14,2,M,8,13,26,20,18,14,78,158,66
106,Secundaria Tecnica 14,2,M,7,13,20,16,12,18,66,139,63
107,Secundaria Tecnica 14,2,M,7,13,21,27,6,14,68,147,62
108,Secundaria Tecnica 14,2,M,7,13,33,20,8,11,72,145,62
109,Secundaria Tecnica 14,2,M,7,12,26,16,5,12,59,116,60
110,Secundaria Tecnica 14,2,M,8,13,48,30,8,11,97,223,61
111,Secundaria Tecnica 14,2,M,7,12,30,33,13,29,105,219,62
112,Secundaria Tecnica 14,2,M,8,14,22,10,5,12,49,97,45
113,Secundaria Tecnica 14,2,M,7,12,14,12,7,12,45,81,55
114,Secundaria Tecnica 14,2,M,7,12,32,21,15,15,83,175,59
115,Saint Agustine School,2,M,8,14,75,45,20,18,158,315,70
116,Saint Agustine School,2,M,9,16,45,22,13,13,93,165,73
117,Secundaria Tecnica 14,2,M,9,14,57,39,19,19,134,332,60
118,Secundaria Tecnica 14,2,M,8,13,31,14,21,12,78,153,64
119,Secundaria Tecnica 14,2,M,7,13,18,14,4,9,45,71,34
120,Secundaria Tecnica 14,2,M,7,13,24,23,5,10,62,147,57
121,Secundaria Tecnica 14,2,M,7,12,40,22,9,16,87,201,58
122,Secundaria Tecnica 14,2,M,7,12,3,2,3,3,11,29,35
123,Secundaria Tecnica 14,2,M,7,13,4,9,1,11,25,43,22
124,Secundaria Tecnica 14,2,M,7,12,18,21,11,14,64,149,60
125,Carol Baur,2,M,8,15,29,13,13,7,62,118,70
126,Carol Baur,2,M,8,14,14,11,6,7,38,71,62
127,Carol Baur,2,M,9,15,28,19,10,9,66,141,71
128,Carol Baur,2,M,9,16,41,19,14,12,86,167,75
129,Carol Baur,2,M,9,10,62,28,36,8,134,279,76
130,Carol Baur,2,M,9,15,17,14,10,15,56,96,73
131,Carol Baur,2,M,9,15,33,42,23,16,114,239,67
132,Carol Baur,2,M,7,13,32,14,21,15,82,151,76
133,Carol Baur,2,M,8,15,24,12,2,10,48,100,56
134,Carol Baur,2,M,8,14,47,12,24,11,94,188,72
135,Carol Baur,2,M,8,14,19,12,6,11,48,112,54
136,Carol Baur,2,M,8,15,46,21,29,22,118,211,73
137,Carol Baur,2,M,8,14,19,10,15,14,58,132,68
138,Carol Baur,2,M,8,13,33,19,16,9,77,173,70
139,Carol Baur,2,M,9,15,40,19,14,6,79,178,70
140,Carol Baur,2,M,9,15,37,22,13,10,82,141,73
141,Carol Baur,2,M,7,14,28,18,9,6,61,145,67
142,Carol Baur,2,M,8,14,30,17,7,5,59,124,58
143,Carol Baur,2,M,8,14,44,34,18,20,116,259,72
144,Carol Baur,2,M,8,14,34,14,13,4,65,116,73
145,Carol Baur,2,M,9,14,23,17,7,9,56,113,67
146,Carol Baur,2,M,9,16,30,16,9,11,66,132,75
147,Carol Baur,2,M,7,14,26,24,10,13,73,142,75
148,Carol Baur,2,M,7,14,29,15,12,6,62,139,74
149,Carol Baur,2,M,7,13,16,7,5,8,36,70,56
150,Carol Baur,2,M,7,13,23,14,5,7,49,110,59
151,Carol Baur,2,M,8,14,42,27,16,20,105,222,68
152,Carol Baur,2,M,8,15,22,17,8,9,56,121,69
153,Carol Baur,2,M,8,14,10,7,16,8,41,71,67
154,Carol Baur,2,M,9,16,45,20,9,8,82,154,71
155,Carol Baur,2,M,9,15,19,17,8,9,53,106,66
156,Carol Baur,2,M,9,15,22,8,21,16,67,119,67
157,Carol Baur,2,M,7,13,32,19,10,9,70,160,76
158,Carol Baur,2,M,7,14,17,12,9,1,39,80,61
159,Carol Baur,2,M,7,15,45,30,31,19,125,264,65
160,Carol Baur,2,M,7,14,29,13,9,6,57,114,61
161,Carol Baur,2,M,8,15,32,21,13,9,75,149,67
162,Carol Baur,2,M,8,15,23,16,13,11,63,121,59
163,Carol Baur,2,M,8,15,30,21,6,11,68,150,74
164,Carol Baur,2,M,8,15,30,21,6,11,68,150,74
165,Carol Baur,2,M,9,15,40,22,9,8,79,166,66
166,Carol Baur,2,M,9,16,22,14,13,14,63,133,56
167,Carol Baur,2,M,9,16,35,21,14,16,86,160,65
168,Carol Baur,2,M,7,13,45,22,4,10,81,169,67
169,Carol Baur,2,M,7,13,76,43,25,26,170,307,70
170,Carol Baur,2,M,7,14,46,12,7,9,74,147,68
171,Carol Baur,2,M,7,14,30,21,9,10,70,139,61
172,Carol Baur,2,M,7,14,39,22,11,11,83,176,71
173,Carol Baur,2,M,8,15,25,21,11,13,70,138,65
174,Carol Baur,2,M,8,14,27,12,16,7,62,132,68
175,Carol Baur,2,M,8,15,33,14,11,8,66,140,71
176,Carol Baur,2,M,9,15,55,21,14,12,102,207,66
177,Carol Baur,2,M,9,15,26,15,15,13,69,126,72
178,Carol Baur,2,M,9,15,48,23,14,6,91,189,74
179,Carol Baur,2,M,7,13,34,17,11,13,75,156,74
180,Carol Baur,2,M,7,14,3,3,4,6,16,44,35
181,Carol Baur,2,M,7,13,14,7,6,9,36,64,58
182,Carol Baur,2,M,7,14,35,14,10,8,67,148,73
183,Carol Baur,2,M,7,15,31,15,10,16,72,118,62
184,Carol Baur,2,M,8,15,27,18,15,10,70,148,69
185,ISQ,2,M,7,14,22,2,0,2,26,31,21
186,ISQ,2,M,7,13,45,41,15,15,116,250,60
187,ISQ,2,M,7,14,62,27,22,12,123,267,69
188,ISQ,2,M,8,14,26,15,17,7,65,117,60
189,ISQ,2,M,8,13,27,9,12,11,59,128,65
190,ISQ,2,M,8,15,21,12,14,9,56,129,67
191,ISQ,2,M,7,13,31,16,16,13,76,151,71
192,ISQ,2,M,7,13,68,33,39,25,165,358,61
193,ISQ,2,M,7,12,15,13,11,10,49,122,67
194,ISQ,2,M,7,13,16,12,15,14,57,96,62
195,ISQ,2,M,7,13,15,10,8,3,36,82,56
196,ISQ,2,M,8,15,47,25,16,17,105,225,68
197,ISQ,2,M,8,13,36,17,13,11,77,181,63
198,ISQ,2,M,8,14,32,14,16,6,68,136,75
199,ISQ,2,M,7,13,36,18,14,14,82,195,72
200,ISQ,2,M,7,13,32,15,2,6,55,131,46
201,ISQ,2,M,8,14,32,14,10,5,61,132,69
202,ISQ,2,M,8,15,67,38,38,17,160,330,65
203,ISQ,2,M,7,13,74,37,28,16,155,305,74
204,ISQ,2,M,8,13,40,22,22,14,98,201,60
205,ISQ,2,M,8,15,37,19,7,10,73,162,57
206,ISQ,2,M,8,15,75,22,28,9,134,244,68
207,ISQ,2,M,7,13,28,16,9,4,57,113,59
208,ISQ,2,M,7,13,31,17,9,12,69,127,53
209,ISQ,2,M,8,14,28,18,13,10,69,160,65
210,ISQ,2,M,8,13,49,49,22,25,145,326,63
211,ISQ,2,M,8,15,52,20,19,15,106,213,66
212,ISQ,2,M,7,14,47,30,18,15,110,192,62
213,ISQ,2,M,8,14,63,30,28,20,141,274,64
214,ISQ,2,M,8,13,42,14,11,7,74,132,53
215,ISQ,2,M,8,15,41,22,18,25,106,193,66
216,ISQ,2,M,7,13,34,18,12,9,73,144,59
217,Secundaria Tecnica 14,2,F,9,16,33,17,20,11,81,193,67
218,Secundaria Tecnica 14,2,F,9,14,31,12,17,4,64,155,64
219,Secundaria Tecnica 14,2,F,9,14,35,21,27,13,96,215,73
220,Secundaria Tecnica 14,2,F,9,14,27,15,7,8,57,152,57
221,Secundaria Tecnica 14,2,F,9,15,35,17,17,10,79,179,59
222,Saint Agustine School,2,F,7,12,38,11,30,15,94,190,78
223,Saint Agustine School,2,F,8,14,39,21,24,12,96,206,73
224,Secundaria Tecnica 14,2,F,9,15,41,23,12,10,86,196,75
225,Secundaria Tecnica 14,2,F,9,14,24,9,16,8,57,135,59
226,Secundaria Tecnica 14,2,F,9,14,37,13,8,9,67,156,34
227,Secundaria Tecnica 14,2,F,9,14,22,15,10,13,60,128,58
228,Secundaria Tecnica 14,2,F,9,15,28,23,15,18,84,180,65
229,Secundaria Tecnica 14,2,F,9,15,24,18,13,11,66,172,62
230,Secundaria Tecnica 14,2,F,9,14,30,19,15,12,76,168,72
231,Secundaria Tecnica 14,2,F,9,14,47,26,12,17,102,215,62
232,Secundaria Tecnica 14,2,F,8,14,41,17,16,9,83,169,59
233,Secundaria Tecnica 14,2,F,8,14,16,5,5,4,30,59,44
234,Secundaria Tecnica 14,2,F,8,13,46,21,11,9,87,209,52
235,Secundaria Tecnica 14,2,F,8,14,26,22,22,11,81,182,71
236,Secundaria Tecnica 14,2,F,8,13,52,20,25,15,112,239,64
237,Secundaria Tecnica 14,2,F,8,13,33,19,14,24,90,204,58
238,Secundaria Tecnica 14,2,F,8,13,23,10,11,10,54,112,75
239,Secundaria Tecnica 14,2,F,8,13,31,21,9,11,72,151,63
240,Secundaria Tecnica 14,2,F,8,14,19,12,19,10,60,125,65
241,Secundaria Tecnica 14,2,F,8,14,30,15,14,7,66,137,75
242,Secundaria Tecnica 14,2,F,7,12,41,26,12,9,88,212,76
243,Secundaria Tecnica 14,2,F,7,13,80,46,33,30,189,399,68
244,Secundaria Tecnica 14,2,F,7,13,5,11,8,10,34,76,48
245,Secundaria Tecnica 14,2,F,8,14,42,22,22,5,91,223,74
246,Secundaria Tecnica 14,2,F,8,14,11,9,8,7,35,67,43
247,Secundaria Tecnica 14,2,F,7,12,21,6,6,10,43,90,56
248,Secundaria Tecnica 14,2,F,7,13,17,19,8,4,48,113,50
249,Secundaria Tecnica 14,2,F,7,13,53,25,8,17,103,236,76
250,Secundaria Tecnica 14,2,F,7,12,55,25,26,15,121,282,66
251,Secundaria Tecnica 14,2,F,8,13,49,24,19,21,113,262,66
252,Secundaria Tecnica 14,2,F,8,13,43,24,20,16,103,233,67
253,Secundaria Tecnica 14,2,F,8,13,24,10,23,10,67,130,60
254,Secundaria Tecnica 14,2,F,8,13,40,16,23,12,91,203,71
255,Secundaria Tecnica 14,2,F,8,14,23,15,13,10,61,136,41
256,Secundaria Tecnica 14,2,F,7,13,9,3,2,4,18,32,39
257,Secundaria Tecnica 14,2,F,7,13,10,3,8,3,24,34,33
258,Secundaria Tecnica 14,2,F,8,13,21,14,22,7,64,134,70
259,Secundaria Tecnica 14,2,F,7,12,14,8,10,3,35,65,33
260,Secundaria Tecnica 14,2,F,7,13,19,14,10,12,55,146,40
261,Secundaria Tecnica 14,2,F,7,13,23,16,11,8,58,133,75
262,Secundaria Tecnica 14,2,F,7,13,16,13,11,4,44,111,49
263,Secundaria Tecnica 14,2,F,7,12,6,10,7,7,30,76,42
264,Saint Agustine School,2,F,7,12,47,24,16,15,102,221,73
265,Saint Agustine School,2,F,7,12,11,6,7,5,29,57,51
266,Saint Agustine School,2,F,8,13,49,24,18,12,103,249,60
267,Saint Agustine School,2,F,8,14,39,30,22,18,109,257,77
268,Secundaria Tecnica 14,2,F,9,14,45,28,17,17,107,263,54
269,Secundaria Tecnica 14,2,F,9,14,43,34,20,15,112,286,72
270,Secundaria Tecnica 14,2,F,9,14,17,12,15,11,55,122,64
271,Secundaria Tecnica 14,2,F,9,15,33,22,16,14,85,182,60
272,Secundaria Tecnica 14,2,F,9,14,33,22,22,17,94,195,65
273,Secundaria Tecnica 14,2,F,9,14,23,18,14,19,74,170,59
274,Secundaria Tecnica 14,2,F,8,13,51,23,26,5,105,206,63
275,Secundaria Tecnica 14,2,F,8,13,54,30,16,22,122,262,70
276,Secundaria Tecnica 14,2,F,8,14,30,17,6,11,64,168,58
277,Secundaria Tecnica 14,2,F,8,14,52,17,20,16,105,205,58
278,Secundaria Tecnica 14,2,F,8,13,21,23,19,12,75,175,58
279,Secundaria Tecnica 14,2,F,7,13,27,11,15,9,62,151,66
280,Secundaria Tecnica 14,2,F,7,13,16,12,13,15,56,112,64
281,Secundaria Tecnica 14,2,F,7,13,22,14,12,12,60,116,59
282,Secundaria Tecnica 14,2,F,8,13,45,29,17,15,106,240,67
283,Secundaria Tecnica 14,2,F,7,12,19,17,11,11,58,96,52
284,Secundaria Tecnica 14,2,F,7,16,10,13,8,9,40,87,51
285,Secundaria Tecnica 14,2,F,7,13,28,22,16,10,76,175,74
286,Secundaria Tecnica 14,2,F,7,13,68,28,19,19,134,273,59
287,Secundaria Tecnica 14,2,F,9,14,31,16,12,12,71,165,58
288,Secundaria Tecnica 14,2,F,9,14,12,9,9,7,37,70,48
289,Secundaria Tecnica 14,2,F,9,14,58,27,24,15,124,242,78
290,Secundaria Tecnica 14,2,F,9,14,35,19,11,13,78,153,58
291,Secundaria Tecnica 14,2,F,9,14,26,24,11,7,68,156,55
292,Secundaria Tecnica 14,2,F,9,15,24,18,16,12,70,167,49
293,Saint Agustine School,2,F,7,12,48,30,13,10,101,204,79
294,Saint Agustine School,2,F,7,13,46,30,12,18,106,233,56
295,Saint Agustine School,2,F,7,12,29,10,16,8,63,150,71
296,Saint Agustine School,2,F,7,13,33,18,22,11,84,170,74
297,Saint Agustine School,2,F,7,12,36,19,8,12,75,173,62
298,Saint Agustine School,2,F,8,14,52,22,31,18,123,234,76
299,Saint Agustine School,2,F,8,13,66,34,18,20,138,317,68
300,Saint Agustine School,2,F,8,13,42,16,10,12,80,162,74
301,Saint Agustine School,2,F,8,14,66,32,26,13,137,280,75
302,Saint Agustine School,2,F,9,15,29,15,23,9,76,155,64
303,Saint Agustine School,2,F,9,15,10,19,2,4,35,109,26
304,Secundaria Tecnica 14,2,F,9,16,18,12,11,5,46,97,53
305,Secundaria Tecnica 14,2,F,9,14,42,16,10,9,77,176,76
306,Secundaria Tecnica 14,2,F,9,14,62,32,25,9,128,261,61
307,Secundaria Tecnica 14,2,F,9,14,22,20,5,5,52,119,59
308,Secundaria Tecnica 14,2,F,9,14,25,11,15,14,65,142,64
309,Secundaria Tecnica 14,2,F,9,14,33,30,20,23,106,248,64
310,Secundaria Tecnica 14,2,F,9,14,30,22,13,8,73,171,63
311,Secundaria Tecnica 14,2,F,9,14,39,21,9,11,80,203,66
312,Secundaria Tecnica 14,2,F,9,15,30,27,10,8,75,169,67
313,Secundaria Tecnica 14,2,F,9,14,66,49,32,22,169,337,57
314,Secundaria Tecnica 14,2,F,9,14,45,34,13,12,104,241,68
315,Secundaria Tecnica 14,2,F,8,13,36,22,12,11,81,193,69
316,Secundaria Tecnica 14,2,F,8,14,45,17,12,6,80,169,68
317,Secundaria Tecnica 14,2,F,8,13,25,19,16,12,72,147,53
318,Secundaria Tecnica 14,2,F,8,13,36,25,14,13,88,182,66
319,Secundaria Tecnica 14,2,F,8,13,44,9,8,12,73,178,52
320,Secundaria Tecnica 14,2,F,8,13,22,11,15,8,56,134,46
321,Secundaria Tecnica 14,2,F,8,13,14,10,7,7,38,83,46
322,Secundaria Tecnica 14,2,F,7,13,18,7,5,7,37,77,33
323,Secundaria Tecnica 14,2,F,7,12,13,8,3,8,32,70,48
324,Secundaria Tecnica 14,2,F,7,12,40,34,14,21,109,252,62
325,Secundaria Tecnica 14,2,F,7,13,24,19,9,9,61,117,49
326,Secundaria Tecnica 14,2,F,8,13,40,26,26,29,121,267,74
327,Secundaria Tecnica 14,2,F,8,13,22,20,21,13,76,164,68
328,Secundaria Tecnica 14,2,F,9,16,5,4,0,8,17,34,7
329,Secundaria Tecnica 14,2,F,7,12,14,15,8,6,43,83,58
330,Secundaria Tecnica 14,2,F,7,13,13,8,4,10,35,70,39
331,Secundaria Tecnica 14,2,F,7,13,15,13,4,11,43,79,59
332,Secundaria Tecnica 14,2,F,7,12,35,16,6,5,62,140,59
333,Secundaria Tecnica 14,2,F,7,13,60,34,11,16,121,277,52
334,Secundaria Tecnica 14,2,F,8,13,18,10,12,4,44,99,45
335,Secundaria Tecnica 14,2,F,8,13,43,32,14,17,106,210,70
336,Secundaria Tecnica 14,2,F,8,14,24,22,6,5,57,141,61
337,Secundaria Tecnica 14,2,F,8,13,21,21,10,6,58,127,48
338,Secundaria Tecnica 14,2,F,8,13,72,41,36,29,178,361,63
339,Secundaria Tecnica 14,2,F,7,13,14,7,5,8,34,80,29
340,Secundaria Tecnica 14,2,F,7,12,21,7,7,5,40,97,43
341,Secundaria Tecnica 14,2,F,7,14,9,7,7,2,25,38,31
342,Secundaria Tecnica 14,2,F,8,13,18,14,8,8,48,99,67
343,Secundaria Tecnica 14,2,F,8,13,30,18,12,15,75,144,67
344,Secundaria Tecnica 14,2,F,8,14,24,20,7,8,59,163,47
345,Secundaria Tecnica 14,2,F,7,12,26,13,9,10,58,131,51
346,Secundaria Tecnica 14,2,F,9,14,40,27,11,19,97,214,63
347,Secundaria Tecnica 14,2,F,9,14,34,16,7,8,65,147,60
348,Saint Agustine School,2,F,7,13,34,16,17,18,85,153,69
349,Saint Agustine School,2,F,7,12,25,14,9,7,55,117,66
350,Saint Agustine School,2,F,8,13,54,40,27,33,154,342,70
351,Secundaria Tecnica 14,2,F,9,14,39,35,20,14,108,232,63
352,Secundaria Tecnica 14,2,F,9,14,45,41,19,14,119,258,63
353,Saint Agustine School,2,F,7,13,53,23,26,32,134,261,69
354,Saint Agustine School,2,F,8,14,56,30,20,21,127,277,73
355,Saint Agustine School,2,F,9,15,46,30,19,19,114,219,69
356,Secundaria Tecnica 14,2,F,9,14,42,28,25,25,120,252,71
357,Secundaria Tecnica 14,2,F,9,15,28,19,7,12,66,130,61
358,Secundaria Tecnica 14,2,F,9,14,33,15,25,5,78,175,77
359,Secundaria Tecnica 14,2,F,9,15,64,29,25,27,145,282,70
360,Secundaria Tecnica 14,2,F,8,13,35,18,11,8,72,161,65
361,Secundaria Tecnica 14,2,F,8,14,43,33,28,11,115,255,68
362,Secundaria Tecnica 14,2,F,8,13,26,19,9,13,67,146,61
363,Secundaria Tecnica 14,2,F,8,13,39,23,26,18,106,223,65
364,Secundaria Tecnica 14,2,F,7,12,29,23,11,10,73,146,60
365,Secundaria Tecnica 14,2,F,8,13,39,24,25,22,110,192,71
366,Saint Agustine School,2,F,7,12,44,27,17,20,108,224,77
367,Saint Agustine School,2,F,7,12,47,36,16,30,129,255,77
368,Saint Agustine School,2,F,7,12,38,18,12,12,80,175,72
369,Saint Agustine School,2,F,8,14,36,16,17,13,82,177,65
370,Secundaria Tecnica 14,2,F,9,14,53,45,21,30,149,286,57
371,Secundaria Tecnica 14,2,F,9,14,15,15,12,11,53,116,72
372,Secundaria Tecnica 14,2,F,9,14,51,35,17,18,121,275,71
373,Secundaria Tecnica 14,2,F,8,14,21,22,21,11,75,169,68
374,Secundaria Tecnica 14,2,F,8,13,4,17,3,10,34,46,40
375,Secundaria Tecnica 14,2,F,8,14,21,17,11,10,59,145,61
376,Secundaria Tecnica 14,2,F,8,13,20,20,9,12,61,151,59
377,Secundaria Tecnica 14,2,F,7,13,42,24,19,23,108,196,70
378,Secundaria Tecnica 14,2,F,7,13,29,17,14,7,67,165,65
379,Secundaria Tecnica 14,2,F,7,12,32,21,13,15,81,156,67
380,Secundaria Tecnica 14,2,F,8,13,42,28,12,19,101,224,69
381,Secundaria Tecnica 14,2,F,8,13,42,20,11,14,87,196,65
382,Secundaria Tecnica 14,2,F,7,12,59,31,11,15,116,247,57
383,Secundaria Tecnica 14,2,F,8,13,42,19,14,18,93,181,60
384,Secundaria Tecnica 14,2,F,7,12,45,23,25,20,113,226,76
385,Secundaria Tecnica 14,2,F,7,12,18,12,5,11,46,95,44
386,Carol Baur,2,F,8,14,22,15,10,8,55,115,76
387,Carol Baur,2,F,8,14,30,24,12,11,77,170,73
388,Carol Baur,2,F,9,15,24,14,14,10,62,133,76
389,Carol Baur,2,F,9,15,18,17,10,9,54,105,69
390,Carol Baur,2,F,9,16,44,27,18,7,96,183,79
391,Carol Baur,2,F,7,14,60,23,18,9,110,253,78
392,Carol Baur,2,F,7,13,39,17,21,21,98,199,80
393,Carol Baur,2,F,7,14,22,7,8,13,50,108,69
